,ID_tassonomia_1,ID_tassonomia_2,Frequenza,titoli_1_list,titoli_2_list
514,108,57,2,['area servizi alla persona e alla famiglia prima infanzia'],['area servizi alla persona e alla famiglia perugia accessibile']
56,9,113,2,['il patto educativo con il territorio'],['patto educativo con il territorio']
40,9,1,2,"['gli standard family', 'attivit di sensibilizzazione del marchio family']","['sensibilizzazione alle opportunit del marchio family', 'standard family']"
54,9,73,2,['progetto associazioni in rete e valorizzazione dell associazionismo'],['progetto associazioni in rete e valorizzazione dell associazionismo']
643,196,66,2,"['animazione per bambini e ragazzi', 'famiglie e natura']","['animazione per bambini e ragazzi', 'famiglie e natura']"
388,66,56,2,"['percorso ega te cuna acqua bambina', 'percorsi informativi progetto percorso didattico denominato ega te cuna acqua bambina']","['ega te cuna acqua bambina', 'percorsi informativi progetto percorso didattico denominato ega te cuna acqua bambina']"
390,66,58,2,"['manutenzione sentieri', 'cura e manutenzione sentieri']",['cura e manutenzione dei sentieri']
46,9,18,2,"['conciliazione tempi lavoro e famiglia smart working', 'tavolo infanzia']","['conciliazione tempi lavoro e famiglia', 'tavolo infanzia']"
45,9,16,2,['progetto destinazione famiglia'],['progetto destinazione famiglia']
394,66,110,2,['passeggym'],['passeggym']
43,9,11,2,['sostenere ed incoraggiare le relazioni di prossimit l aiuto reciproco e la cittadinanza attiva'],['sostenere ed incoraggiare le relazioni di prossimit l aiuto reciproco e la cittadinanza attiva']
522,108,196,2,"['servizi alle famiglie', 'servizi alle famiglie bambini']",['servizi alle famiglie']
652,196,110,2,"['progetto famiglie in gioco', 'musica e coccole']","['progetto famiglie in gioco', 'musica e coccole']"
400,68,16,2,"['coinvolgimento associazionismo familiare progetto giornifelici', 'coinvolgimento associazionismo familiare locale']",['coinvolgimento associazionismo familiare locale']
406,68,55,2,['evento formativo e informativo in relazione alla cultura'],['evento formativo e informativo in relazione allo sport corso di ginnastica']
544,110,120,2,"['ri costruire comunita', 'ri costruire comunit']",['ri costruire comunit']
414,68,69,2,"['attivit di laboratorio teatrale', 'laboratorio teatrale']",['attivit di laboratorio teatrale']
33,5,28,2,['contributi alle associazioni'],['contributi alle associazioni']
32,5,23,2,['agevolazione per i servizi tariffe contributi'],['agevolazione per i servizi tariffe contributi']
31,5,21,2,['area urbanistica e ambiente appalti pubblici'],['area urbanistica e ambiente pums']
420,68,101,2,['corsi del tempo disponibile'],['corsi del tempo disponibile']
543,110,116,2,"['servizi alle famiglie', 'spazi a misura di bambino']","['servizi alle famiglie', 'spazi a misura di bambino']"
558,113,73,2,"['attivit estiva', 'attivit estive']","['attivit sportive', 'attivit sportive estive']"
635,196,56,2,['m illumino di meno'],['campagna m illumino di meno']
100,18,75,2,['accoglienza studenti stagisti'],['accoglienza studenti stagisti']
208,30,90,2,"['interventi economici politiche tariffarie baby card', 'area interventi economici politiche tariffarie baby card']",['area interventi economici politiche tariffarie pasti a domicilio']
109,21,56,2,['casa dell acqua'],['casa dell acqua']
211,30,131,2,['progetto cresce la vita'],['progetto cresce la vita']
215,37,28,2,['fornitura legna'],['fornitura legna']
220,46,1,2,['comunicazione cittadinanza istituzioni'],['comunicazione istituzioni cittadinanza']
106,21,26,2,"['promozione di iniziative di sostegno all economia familiare', 'agevolazioni per tariffe comunali']","['promozione di iniziative di sostegno all economia familiare', 'agevolazioni per tariffe comunali']"
223,46,16,2,"['incontri informativi', 'incontri con i cittadini']","['incontri informativi', 'incontri con i cittadini']"
224,46,20,2,['family card'],['family card']
103,21,5,2,['agevolazione per i servizi tariffe contributi'],['agevolazione per i servizi tariffe contributi']
588,120,62,2,['progetto co housing'],['progetto co housing']
232,46,97,2,['rilevazione sulla composizione di genere'],['rilevazione sulla composizione di genere']
344,62,101,2,['sostenere ed incoraggiare le relazioni di prossimit l aiuto reciproco e la cittadinanza attiva'],['sostenere e incoraggiare le relazioni di prossimit l aiuto reciproco e la cittadinanza attiva']
93,17,51,2,"['strumenti di verifica e valutazione questionario', 'mail dedicata alla raccolta di suggerimenti e critiche']","['raccolta di suggerimenti e critiche', 'strumenti di verifica e valutazione']"
584,117,110,2,"['servizi alle famiglie con figli da a anni spazi gioco percorsi vari', 'servizi alle famiglie con figli anni spazi gioco percorsi vari']",['servizi alle famiglie con figli da a anni spazi gioco percorsi vari']
241,51,68,2,"['percorsi incontri formativi aperti a tutta la popolazione sportello', 'servizi alla persona sportello amico']","['servizi alla persona uted', 'percorsi incontri formativi aperti a tutta la popolazione incontri con autori di libri']"
242,51,70,2,['punto informazione sul territorio'],['punto informazione turistico']
244,51,86,2,"['lo sportello per gli anziani digitale e sociale e il centro famiglia e minori', 'punto di ascolto']","['lo sportello per gli anziani digitale e sociale e il centro famiglia e minori', 'punti di ascolto']"
98,18,11,2,"['adesione si servizi sovracomunali', 'politiche giovanili']","['tavolo delle politiche giovanili', 'adesione ai servizi sovracomunali']"
582,117,56,2,"['trentino pedala', 'percorsi informativi progetto didattico ega te cuna acqua bambina']","['progetto trentino pedala', 'percorsi informativi progetto percorso didattico denominato ega te cuna acqua bambina']"
251,52,68,2,"['laboratori per la scuola secondaria', 'informazione e formazione per adulti corsi di informatica']","['informazione e formazione per adulti corsi di inglese', 'laboratori per la scuola secondaria']"
253,52,89,2,"['adesione ai servizi sovracomunali cittadinanza digitale', 'adesine ai servizi sovracomunali cittadinanza digitale']",['adesione ai servizi sovracomunali dipende da noi']
580,116,117,2,['little free library riccomassimo'],['little free library']
256,54,1,2,"['progetto destinazione famiglia', 'momenti formativi e informativi sulle tematiche familiari']","['progetto destinazione famiglia', 'momenti informativi formativi sulle tematiche familiari']"
95,17,196,2,['costumer satisfaction servizio gandalf'],['costumer satisfaction servizio gandalf']
110,21,90,2,"['per la gestione dei rifiuti', 'gestione dei rifiuti']","['gestione dei rifiuti per persone anziane', 'gestione rifiuti']"
622,134,121,2,['fruizione dell ambulatorio comunale'],['fruizione ambulatorio comunale']
621,134,114,2,['ambiente qualit della vita sicurezza infrastrutture family'],['ambiente qualit della vita sicurezza infrastrutture family']
194,30,5,2,['agevolazione per i servizi tariffe contributi'],['agevolazione per i servizi tariffe contributi']
151,28,56,2,"['attivit organizzate per bambini e ragazzi', 'family green primiero']","['attivit organizzate per ragazzi', 'family green primiero']"
611,131,82,2,"['progetto a p i c o', 'progetto api co']",['progetto api c o']
613,131,114,2,['ambiente qualit della vita sicurezza infrastrutture family'],['ambiente qualit della vita sicurezza infrastrutture family']
140,26,196,2,"['scuola materna equiparata e scuola elementare', 'prosecuzione collaborazione con l istituto comprensivo val rendena']","['scuola materna equiparata e scuola elementare', 'prosecuzione collaborazione con l istituto comprensivo val rendena']"
158,28,90,2,"['area servizi alla persona e alla famiglia anziani', 'area servizi alla persona e alla famiglia contributi estivi']",['area servizi alla persona e alla famiglia anziani']
609,131,70,2,"['progetto parco fluviale', 'parco fluviale']","['progetto parco fluviale', 'parco fluviale']"
163,28,196,2,"['borse di studio prof valentino giacomuzzi e fondazione carlo tava', 'teatro s marco scuola dell infanzia']","['teatro san marco scuola dell infanzia', 'borse di studio prof valentino giacomuzzi e fondazione carlo tava']"
138,26,117,2,['servizio piedibus'],['servizio piedibus']
166,29,21,2,"['edilizia abitativa agevolata', 'sale e attrezzature comunali']","['edilizia abitativa agevolata', 'sale e attrezzature']"
134,26,90,2,['attivit estive'],['attivit estive']
606,131,57,2,['dossi artificiali e semaforo'],['dossi artificiali']
605,131,56,2,['assegnazione di orti comunali'],['assegnazione di orti comunali']
174,29,55,2,['sviluppo e promozione di politiche sportive comunali'],['sviluppo e promozione di politiche sportive comunali']
128,26,29,2,"['fondo di solidariet', 'contributi per l istituto comprensivo di taio']","['fondo di solidariet', 'contributi all istituto comprensivo']"
176,29,57,2,['fruizione di sala pubblica per compleanni ai bambini'],['fruizione di sala pubblica per compleanni ai bambini']
125,26,23,2,"['tariffe colonia estiva', 'attivit di doposcuola sostegno compiti servizio alunni al centro']","['tariffe colonia estiva', 'attivit di doposcuola sostegno compiti servizio alunni al centro']"
616,131,134,2,"['aree gioco', 'parchi family']","['aree gioco', 'parcheggi family']"
183,29,75,2,['universit della terza et e del tempo disponibile'],"['universita della terza eta e del tempo disponibile', 'universit della terza et e del tempo disponibile']"
184,29,82,2,['sostegno e collaborazione con le associazioni locali'],['collaborazione con associazione filo logico']
188,29,108,2,['scuole materne equiparate'],['scuole materne equiparate']
120,23,108,2,['riduzione quota partecipazione al servizio educativo di continuit khlummane lustege tritt'],['servizio educativo di continuit khlummane lustege tritt']
192,29,131,2,"['contributo alla scuola materna per acquistare il terreno attrezzato a parco giochi', 'convenzioni per la gestione di manufatti rurali']","['contributo alla scuola materna per acquistare il terreno attrezzato a parco giochi', 'convenzioni per la gestione di manufatti rurali']"
619,134,103,2,['pianificazione urbanistica'],['pianificazione urbanistica']
575,116,63,2,['interventi e servizi di carattere didattico educativo'],['interventi e servizi di carattere didattico educativo']
237,51,9,2,['sportello di comunit alto garda e ledro amministratore di sostegno'],['sportello di comunita alto garda e ledro amministratore di sostegno']
267,54,75,2,['incontro per famiglie sul ruolo di genitori e rapporti tra generazioni'],['incontro per famiglie sul ruolo dei genitori e rapporti tra generazioni']
288,56,46,2,"['sensibilizzazione sulle tematiche ambientali', 'incontro di sensibilizzazione su tematiche sociali e ambientali']",['sensibilizzazione su tematiche socio ambientali']
292,56,65,2,"['attivit con la scuola materna e primaria', 'festa degli alberi']","['attivit con la scuola materna e primaria', 'festa degli anziani']"
297,56,73,2,"['giornata del riuso', 'a']","['giornata dello sport', 'a']"
564,113,127,2,"['variazione del calendario di apertura del servizio di nido dinfanzia comunale', 'progetti di integrazione e sostegno ai tempi famigliari servizio di mensa']","['progetti di integrazione e sostegno ai tempi familiari uffici comunali', 'variazione calendario di apertura servizio nido']"
304,56,196,2,"['progetto orto per la scuola dell infanzia', 'educazione ambientale nelle scuole']","['letture e laboratori per la scuola dell infanzia', 'educazione ambientale nelle scuole']"
307,57,56,2,['ambiente qualit della vita sicurezza infrastrutture family'],['ambiente qualit della vita sicurezza infrastrutture family']
634,196,55,2,"['progetto scuola e sport', 'spazio gioco']","['progetto scuola e sport', 'spazio gioco']"
557,113,70,2,['eventi estivi'],['eventi estivi']
555,113,65,2,"['attivit ludico ricreative per bambini e genitori', 'progetto family park']","['attivit ludico ricreative per bambini e genitori', 'progetto family park']"
323,58,73,2,['progetto intervento'],['progetto movimento']
76,16,12,2,['consulte frazionali'],['consulte frazionali']
548,113,3,2,"['promuovere e sostenere le famiglie con figli attraverso servizi', 'promuovere e sostenere le famiglie con i figli attraverso servizi']",['promuovere e sostenere le famiglie con figli attraverso servizi']
338,62,61,2,['servizio civile universale'],['servizio civile universale']
340,62,65,2,"['festa della cittadinanza', 'comunit educante']","['festa della cittadinanza', 'comunit educante']"
545,110,131,2,"['migliorie nella nuova sede per il gruppo anziani', 'migliorie nella nuova sede del gruppo anziani']",['migliorie nella nuova sede per il gruppo anziani']
342,62,90,2,['tavolo di solidariet'],['tavolo di solidariet']
568,114,73,2,['a'],['a']
489,90,92,2,['sportello caritas'],['sportello caritas']
287,56,28,2,['servizio skibus gratuito per i residenti'],['servizio skibus gratuito per i residenti']
271,54,95,2,['sportello antiviolenza'],['sportelli antiviolenza']
276,54,113,2,"['progetto we care la comunita che si prende cura delle famiglie comunita di valle e comuni della valle dei laghi', 'sostegno al progetto accogli amo']","['sostegno al progetto aiuto compiti', 'progetto we care la comunita che si prende cura delle famiglie comunita di valle e comuni della valle dei laghi']"
91,17,9,2,['documento di verifica'],['documento di verifica']
626,135,117,2,"['sviluppo politiche sportive', 'mappatura passeggiate e sentieri family']","['sviluppo delle politiche sportive bicigrill', 'mappatura passeggiate e sentieri family e opuscolo eventi estivi']"
570,114,116,2,['baby pit stop'],['baby pit stop']
279,55,9,2,['eventi formativi in ambito sanitario'],['eventi formativi in ambito sanitario']
627,135,131,2,"['convenzione per la gestione di manufatti rurali', 'percorsi a misura di famiglia']","['convenzioni per la gestione di manufatti rurali', 'spazi sicuri e a misura di famiglia']"
280,55,62,2,['attivit rivolte al benessere individuale e collettivo'],['promozione attivit rivolte al benessere individuale e collettivo']
587,117,135,1,['sentieristica del parco alla pineta'],['sentieristica del parco alla pineta']
603,131,29,1,['nuova sede del circolo anziani e pensionati di mezzocorona'],['nuova sede del circolo anziani e pensionati']
498,92,70,1,['gemellaggio'],['gemellaggio daun']
553,113,55,1,['attivit motoria per bambini nel periodo estivo'],['attivit motoria per bambini nel periodo estivo']
581,117,55,1,['spazio gioco'],['spazio gioco']
499,92,75,1,['progetto di promozione sociale della partecipazione e dell inclusione'],['progetto di promozione sociale della partecipazione e dell inclusione']
524,109,64,1,['f'],['f']
533,110,78,1,['centro diurno per anziani'],['attivit centro diurno per anziani']
532,110,70,1,['palazzo aperti'],['palazzi aperti']
638,196,60,1,['progetto insegnante madrelingua'],['insegnante madrelingua']
617,131,135,1,['sviluppo politiche sportive area skil trail'],['sviluppo politiche sportive']
497,92,65,1,['iniziativa fame di bont'],['iniziativa fame di bont']
614,131,116,1,['area cultura sport e qualit della vita nuove sedi'],['area cultura sport e qualit della vita']
552,113,52,1,['progetto imparare a studiare con la biblioteca'],['progetto imparare a studiare con la biblioteca']
551,113,46,1,['programmazione attivit estive'],['promozione attivit estive']
550,113,28,1,['progetto nuoto'],['progetto nuoto']
636,196,57,1,['laboratori creativi'],['laboratori creativi azioni']
520,108,114,1,['servizi alle famiglie con bambini asilo nido'],['servizi alle famiglie con bambini anni punto bimbi']
573,114,134,1,['aree riservate alle mamme in gravidanza'],['aree riservate alle mamme in gravidanza']
608,131,66,1,['realizzazione di un area verde attrezzata'],['realizzazione di un area attrezzata']
539,110,101,1,['banca del tempo'],['banca del tempo']
546,110,196,1,['collaborazione con la cooperativa cs di pergine'],['collaborazione con il centro socio educativo della cooperativa cs di pergine']
493,90,131,1,['area urbanistica e ambiente perugia citt del sollievo'],['area urbanistica e ambiente perugia smart city']
610,131,73,1,['a'],['a']
579,116,114,1,['baby pit stop unicef'],['baby pit stop unicef']
625,135,73,1,['a'],['a']
491,90,113,1,['educativa domiciliare'],['educativa domiciliare']
503,97,56,1,['attivita di sensibilizzazione pari opportunit'],['attivit di sensibilizzazione ecologia']
618,131,196,1,['parchi giochi'],['giochi in parco']
633,196,54,1,['panchina rossa'],['panchina rossa']
504,97,58,1,['c'],['c']
569,114,110,1,['spazi a misura di bambino e collocazione fasciatoi'],['spazi a misura di bambino e collocazione fasciatoi']
649,196,85,1,['c servizio educativo territoriale'],['servizio educativo territoriale']
650,196,89,1,['progetti relativi all educazione contro il bullismo e le buone pratiche ambientali'],['progetti relativi all educazione contro il bullismo']
651,196,108,1,['area servizi alla persona e alla famiglia progetto educare in comune'],['area servizi alla persona e alla famiglia prima infanzia']
589,121,26,1,['contributo per acquisto medicine'],['contributo per acquisto medicine']
515,108,64,1,['f'],['f']
590,121,57,1,['acquisto e installazione defibrillatore'],['acquisto e installazione defibrillatore']
623,134,135,1,['ambiente e qualit della vita parcheggi rosa'],['ambiente e qualit della vita sentieri family']
567,114,57,1,['acquisto e installazione fasciatoi'],['acquisto e installazione defibrillatore']
629,196,18,1,['prosecuzione collaborazione con l istituto comprensivo val rendena'],['prosecuzione della collaborazione con il distretto famiglia val rendena']
630,196,26,1,['contributo straordinario scuola primaria di daiano varena'],['contributo straordinario scuola primaria di daiano varena']
591,121,64,1,['f'],['f']
592,121,77,1,['iniziative per gli anziani trasporto sociale e prelievi ematici a domicilio'],['iniziative per gli anziani trasporto sociale e prelievi ematici a domicilio']
594,121,110,1,['percorso nascite'],['percorso nascite']
510,103,73,1,['a'],['a']
644,196,67,1,['laboratorio musicale'],['laboratorio musicale']
595,121,131,1,['nuovo centro servizi sanitari'],['nuova biblioteca e nuovo centro servizi sanitari']
527,110,3,1,['sede distretto famiglia'],['distretto famiglia']
565,113,131,1,['sostegno alla scuola primaria'],['sostegno scuola primaria']
572,114,121,1,['collocazione di fasciatoi e creazione angolo bambini'],['collocazione di fasciatoi e creazione angolo bambini presso l ambulatorio pediatrico']
654,196,114,1,['servizi alle famiglie'],['servizi alle famiglie']
574,116,40,1,['postazioni internet collegamento wi fi'],['postazioni internet collegamento wi fi']
507,97,110,1,['progetto la tana dei pap in partnership'],['progetto la tana dei pap in partnership']
563,113,117,1,['pedibus'],['pedibus']
599,127,26,1,['conciliazione dei tempi famiglia lavoro'],['conciliazione famiglia lavoro']
506,97,108,1,['servizi alle famiglie parit di genere'],['servizi alle famiglie asilo privato']
561,113,110,1,['servizi per la conciliazione dei tempi famiglia lavoro colonia estiva'],['servizi per la conciliazione dei tempi famiglia lavoro spazio genitori bimbi']
632,196,52,1,['lo spigolo stondato'],['lo spigolo stondato']
559,113,79,1,['f supporto scolastico'],['supporto scolastico']
596,121,196,1,['servizi alle famiglie'],['servizi alle famiglie']
329,58,117,1,['attivit e iniziative che favoriscano l autonomia la responsabilit la creativit e lo sviluppo di abilit psicomotorie'],['attivit e iniziative che favoriscano l autonomia la responsabilit la creativit e lo sviluppo di abilit psicomotorie']
488,90,82,1,['persone anziane e persone diversamente abili'],['persone anziane e persone diversamente abili']
207,30,89,1,['adesione ai servizi sovracomunali eventi formativi e informativi per neo genitori'],['adesione ai servizi sovracomunali evento formativo e informativo sul gioco dazzardo']
201,30,51,1,['accoglienza delle nuove famiglie'],['accoglienza delle nuove famiglie']
200,30,46,1,['guida informativa per le famiglie'],['guida informativa per le famiglie']
196,30,22,1,['contributo nuovi nati'],['contributo matrimonio']
186,29,89,1,['sostegno alle persone in difficolta'],['sostegno alle persone in difficolta']
185,29,85,1,['c spazio polivalente di ascolto e creativita'],['spazio polivalente di ascolto e creativit']
178,29,62,1,['sensibilizzazione dei diciottenni'],['sensibilizzazione dei diciottenni']
175,29,56,1,['sostegno alle associazioni del territorio'],['sostegno alle iniziative del territorio']
172,29,51,1,['area communitiy care'],['area community care family hub']
169,29,27,1,['interventi economici alle associazioni sportive'],['interventi economici alle associazioni sportive']
167,29,23,1,['sostegno all associazionismo attento alla dimensione familiare'],['sostegno all associazionismo attento alla dimensione familiare']
162,28,114,1,['area cultura sport e qualit della vita card abbonamento perugia citt museo'],['area cultura sport e qualit della vita area allattamento e pit stop']
160,28,110,1,['interventi economici giochi d estate e giochi d estate jr'],['giochi d estate e giochi d estate jr']
157,28,82,1,['persone diversamente abili'],['persone diversamente abili']
152,28,58,1,['premi studenti meritevoli'],['premio studenti meritevoli']
145,28,24,1,['tariffa mensa scolastica e scuolabus'],['tariffe mensa scolastica e scuolabus']
142,28,9,1,['gioved family'],['gioved family']
133,26,82,1,['progetto arriva l estate per le famiglie azione strutturale di conciliazione per soggetti adolescenti con handicap'],['progetto arriva l estate per le famiglie azione strutturale di conciliazione per soggetti adolescenti con handicap']
204,30,64,1,['promozione alla lettura'],['promozione alla lettura']
212,30,134,1,['istituzione di parcheggio rosa nei pressi della piazza principale del paese vicino al punto vendita alimentari'],['istituzione di parcheggio rosa nei pressi della piazza principale del paese vicino al punto vendita alimentarii']
123,24,69,1,['agevolazioni per i servizi'],['servizi per i giovani']
216,37,127,1,['servizi alle famiglie legna'],['servizi alle famiglie orari']
260,54,51,1,['progetto we care la comunit che si prende cura delle famiglie'],['progetto we care la comunit si prende cura delle famiglie consulenza']
258,54,11,1,['prima le persone'],['prima le persone']
257,54,9,1,['evento formativo e informativo della violenza di genere'],['evento formativo e informativo sul tema della ludopatia e della violenza di genere']
255,52,196,1,['progetto guide turistiche junior'],['libretto guide turistiche junior']
254,52,113,1,['settimane tecnologiche estive'],['settimane tecnologiche estive']
250,52,55,1,['incontri di approfondimento per genitori di figli pre adolescenti e adolescenti'],['incontri di approfondimento per genitori di figli pre adolescenti e adolescenti']
248,51,196,1,['servizi alle famiglie family point'],['servizi alle famiglie progetto famiglie in gioco']
239,51,17,1,['indirizzo email dedicato per segnalazioni e bisogni'],['indirizzo email dedicato a segnalazioni da parte delle famiglie']
238,51,16,1,['consultazione famiglie'],['consultazione delle famiglie']
235,46,135,1,['passeggiate family'],['cartina passeggiate family']
234,46,127,1,['informazione e comunicazione portale web sul sito del comune'],['informazione e comunicazione orari comunali']
230,46,70,1,['sito web'],['sito web']
228,46,56,1,['rivista altavalle'],['ripuliamo altavalle']
226,46,52,1,['progetto comunicaweb comune eterritorio'],['progetto comunicaweb comune e territorio']
219,40,127,1,['servizi alle famiglie wifi free'],['servizi alle famiglie orari']
218,40,108,1,['intervento a sostegno della conciliazione dei tempi'],['interventi a sostegno della conciliazione dei tempi']
217,40,52,1,['accessibilit ad internet'],['accessibilit ad internet']
132,26,70,1,['sostegno economico all attivit didattica delle scuole'],['sostegno all attivit didattica delle scuole']
122,24,26,1,['agevolazioni per i servizi'],['agevolazione per i servizi di conciliazione']
264,54,65,1,['comunit educante'],['comunit educante']
64,11,51,1,['sportello info giovani'],['sportello info giovani']
53,9,65,1,['informazione e comunicazione serate family'],['informazione e comunicazione giornata family']
52,9,51,1,['family point'],['family point']
49,9,29,1,['partecipazioni per la promozione di eventi'],['partecipazione alle societ per la valorizzazione di eventi']
48,9,26,1,['massima collaborazione con la pro loco di massimeno'],['prosecuzione collaborazione con la pro loco di massimeno']
47,9,23,1,['il fattore famiglia comunale'],['il fattore famiglia comunale']
44,9,12,1,['consulte frazionali'],['consulte frazionali']
37,8,3,1,['incontri programmatici del distretto famiglia'],['incontri programmatici del distretto famiglia']
35,5,64,1,['community care carta giovani'],['area community care informagiovani']
28,5,9,1,['partnership mirate'],['partnership mirate']
27,5,3,1,['area conciliazione famiglia lavoro organizzazioni gara appalto di servizio'],['area conciliazione famiglia lavoro organizzazioni']
26,5,1,1,['orientamento fornitori comunali'],['orientamento fornitori comunali']
25,3,127,1,['flessibilit oraria'],['flessibilit oraria']
24,3,97,1,['distretto famiglia giudicarie esteriori'],['distretto famiglia giudicarie esteriori']
22,3,46,1,['promozione iniziative distretto'],['promozione digitale iniziative']
12,1,54,1,['rafforzare le competenze delle famiglie locali e l informazione su servizi ed opportunita esistenti'],['rafforzare le competenze delle famiglie locali e l informazione su servizi ed opportunita esistenti']
8,1,28,1,['b servizi museali e culturali family'],['servizi museali e culturali']
6,1,17,1,['documento di verifica'],['documento di verifica']
58,9,135,1,['serate family'],['sentieri family']
65,11,58,1,['iniziative per giovani adulti anziani il piano giovani'],['iniziative per giovani adulti anziani azione']
119,23,90,1,['area interventi economici politiche tariffarie biglietti minimetr'],['area interventi economici politiche tariffarie pasti a domicilio']
68,11,65,1,['iniziative per i giovani'],['iniziative per gli anziani']
118,23,82,1,['progetto arriva l estate per le famiglie azione strutturale di conciliazione per soggetti adolescenti con handicap'],['progetto arriva l estate per le famiglie azione strutturale di conciliazione per soggetti adolescenti con handicap']
117,23,30,1,['area interventi economici politiche tariffarie tari'],['area interventi economici politiche tariffarie baby card']
112,21,131,1,['area urbanistica e ambiente pums'],['area urbanistica e ambiente pums']
111,21,120,1,['applicazione aliquota agevolata'],['applicazione aliquota agevolata']
105,21,25,1,['contributo per l acquisto di farmaci da parte di famiglie indigenti'],['contributo per l acquisto di farmaci da parte di famiglie indigenti']
102,20,3,1,['family card'],['family audit']
94,17,97,1,['rilevazione sulla composizione di genere'],['rilevazione sulla composizione di genere']
90,17,8,1,['strumenti per la raccolta del livello di gradimento delle famiglie obbligatorio'],['strumenti per la raccolta del livello di gradimento delle famiglie']
89,17,3,1,['progetto destinazione famiglia questionari'],['progetto destinazione famiglia']
88,16,110,1,['servizi alla persona a n f n'],['servizi alla persona family hub']
87,16,90,1,['trasporto amico'],['trasporto amico']
86,16,68,1,['attivit rete delle riserve'],['attivit della terza et']
85,16,65,1,['informazione e comunicazione consulte frazionali'],['informazione e comunicazione giornata family']
83,16,55,1,['sensibilizzazione e informazione della popolazione'],['incontri di sensibilizzazione e promozione della salute']
79,16,29,1,['contributi ad associazione e gruppi'],['contributi ad associazioni e gruppi']
78,16,18,1,['raccordi con le famiglie'],['raccordi con le famiglie']
69,11,89,1,['adesione ai servizi sovracomunali piano giovani'],['adesione ai servizi sovracomunali dipende da noi']
262,54,62,1,['progetto fuori onda'],['progetto europa']
268,54,82,1,['incontri di sensibilizzazione'],['incontri di sensibilizzazione su patologie']
485,90,64,1,['f'],['f']
430,69,68,1,['l universit dell et libera'],['universit dell et libera']
428,69,56,1,['attivit laboratoriali di riciclo creativo'],['attivit laboratoriali di riciclo creativo']
427,69,51,1,['percorsi corsi formativi aperti a tutta la popolazione'],['percorsi incontri formativi aperti a tutta la popolazione sportello']
421,68,103,1,['m illumino di meno'],['m illumino di meno']
418,68,90,1,['servizi alla persona uted'],['servizi alla persona']
413,68,67,1,['progetto nati per leggere'],['nati per leggere']
409,68,62,1,['cerimonia anni'],['cerimonia anni']
408,68,58,1,['c'],['c']
403,68,29,1,['universit della terza et e del tempo disponibile'],['universit della terza et e del tempo disponibile']
399,68,9,1,['gioved family'],['gioved family']
398,68,3,1,['family audit'],['family audit']
395,66,117,1,['nuovi percorsi family'],['nuovi percorsi family e family bike']
391,66,62,1,['ambiente e qualit della vita viaggi dell emozione'],['ambiente e qualit della vita vigili del fuoco volontari']
384,65,92,1,['settimana civica'],['settimana civica']
377,65,57,1,['vivi due carare'],['vivi due carrare']
376,65,46,1,['il trentino dei bambini'],['il trentino dei bambini']
375,65,9,1,['eventi family friendly'],['eventi family friendly']
368,64,109,1,['centro il pettirosso'],['centro il pettirosso']
429,69,67,1,['c la scuola civica di musica'],['scuola civica di musica']
431,70,1,1,['incarico per inserimento nel portale il trentino dei bambini delle iniziative promosse dal comune'],['incarico per inserimento nel portale il trentino dei bambini delle iniziative promosse dal comune']
364,64,70,1,['casa per ferie arlecchino'],['casa per ferie arlecchino']
438,70,120,1,['a turismo a misura di famiglia'],['a turismo a misura di famiglia']
482,90,51,1,['sportello caritas'],['sportello caritas']
481,90,46,1,['guida informativa per gli anziani'],['guida informativa per gli anziani']
477,89,57,1,['serate informative sul tema della sicurezza'],['serate sul tema della sicurezza']
472,89,29,1,['un comune aperto'],['un comune aperto']
470,84,86,1,['facilitazioni reti familiari'],['facilitazioni reti familiari']
469,82,121,1,['area servizi alla persona e alla famiglia sostegno alla disabilit'],['area servizi alla persona e alla famiglia servizio adozioni']
464,82,46,1,['progetto dementia friendly comunit della valle dei laghi'],['progetto dementia friendly comunita della valle dei laghi']
463,81,132,1,['azioni per la disabilit'],['azioni per la disabilit']
461,75,116,1,['area cultura sport e qualit della vita'],['area cultura sport e qualit della vita']
460,75,110,1,['family school'],['family school']
459,75,90,1,['iniziative per giovani adulti anziani progetto inter generazionale'],['iniziative per giovani adulti anziani progetto anziani invernale']
456,75,65,1,['servizi alle famiglie universita della terza eta'],['servizi alle famiglie universit della terza et e circolo anziani']
452,73,113,1,['restate splash'],['restate splasch']
451,73,89,1,['adesione ai servizi sovracomunali sport ed educazione'],['adesione ai servizi sovracomunali dipende da noi']
447,73,65,1,['promozione e organizzazione di eventi sportivi'],['promozione e organizzazione di eventi ludici']
445,73,58,1,['attivit e iniziative che favoriscano l autonomia la responsabilit la creativit e lo sviluppo di abilit psicomotorie'],['attivit e iniziative che favoriscano l autonomia la responsabilit la creativit e lo sviluppo di abilit psicomotorie']
442,73,1,1,['sistema premiante nel regolamento per organizzazioni family'],['sistema premiante nel regolamento per organizzazioni family']
366,64,90,1,['servizi rivolti ai giovani'],['servizi rivolti agli anziani']
360,64,58,1,['progetto giovani educatori'],['progetto giovani educatori']
274,54,108,1,['sostegno alla famiglia nella fruizione di servizi alla prima infanzia sostegno funzioni educative'],['sostegno alla famiglia nella fruizione di servizi alla prima infanzia']
325,58,82,1,['talea'],['talea']
321,58,68,1,['adesione ai servizi sovracomunali percorso formativo e informativo sullalternanza scuola lavoro'],['adesione ai servizi sovracomunali percorso formativo e informativo sul valore educativo della musica']
